source_name,source_username,expert_units_net,expert_record_win,expert_record_loss,expert_record_push,market_type,bet_label,line,odds,stake_units,units_type,prop_name,notes,game_id,league,pick_id,expert_id,created_at,updated_at,scraped_at,source_url,unique_key
Brandon Anderson,wheatonbrando,-1.7773000000000003,17,56,3,unknown,Seahawks D/ST anytime TD & Seahawks ML,-110,833,0.5,unit,Custom Picks,"I always bet on a defensive touchdown in the Super Bowl.

Year after year, regardless of the teams playing or any matchup on the board, this is a blind bet. The odds are just never priced correctly.

This year, the bet feels even better.

Seattle's defense has been one of the best in the NFL all season, aggressive from the jump and constantly forcing plays. But Seattle's offense has been sloppy, ranking second in the league in giveaways, and that could give New England's defense a chance for a big play too.

The Patriots scored two defensive touchdowns in the regular season, then another in the playoffs — two of them by CB Marcus Jones, who moonlights as the current best punt returner in NFL history. Seattle had three defensive TDs, too.

And while this isn't necessarily a special teams angle, it should be noted that Seattle had one of the best special teams units all season and added five special teams TDs as well, while the Patriots scored three special teams TDs themselves.

So how do we bet it?

Be careful, and pay attention to the details — and always shop around for long-shot lines like these.

At FanDuel, we can bet on a Seattle Defense anytime touchdown at +550, which at first glance looks much better than what appears to be the same bet at DraftKings priced at +400. Ditto with New England at +850 and +500, respectively. But at FanDuel, we're betting only a defensive score. At DraftKings we're betting D/ST, which means we get special teams scores too.

This isn't a special teams specific angle, but Seattle has scored five special teams TDs already this season and New England has three. We've already seen 13 special teams TDs in the Super Bowl, including eight the last three decades. We want those extra outs.

If you want to just keep things simple and clean, you can bet on either team to score a defensive or special teams touchdown at +265 at Circa. That's an implied 27.4%, compared to the Super Bowl history of 36 D/ST touchdowns in 59 Super bowls, implying a 61% chance of a score.

That's pretty clear and definite value — though you can bet No D/ST touchdown at -320 instead, if you think this is all a bunch of baloney.

But we can bet even smarter.

The defense has scored 23 touchdowns in Super Bowl history, and all but three of them came from the winning team.

Makes sense, right? In a game between two of the league's best teams, with a game often priced closed to a coin flip, one weird bounce of an oblong ball and an unexpected free seven points have a huge change of swinging the game in either direction.

It's no coincidence that the Chiefs won the Super Bowl with their defensive TD but lost to the Eagles when Philly pulled off the feat.

The winning Super Bowl team has scored a defensive touchdown in a whopping 17-of-59 Super Bowls. That's over 29% of the time, more than once every four Super Bowls, and that's not even counting special teams!

If you cut out the unlikely scenario of a defensive score in a losing effort, we can really zero in on value by placing two SGP bets:

Seahawks D/ST anytime TD & Seahawks ML (+833, theScore)
Patriots D/ST anytime TD & Patriots ML (+2703, theScore)
And yes, we're playing both angles! We hit this exact bet last season with Cooper DeJean and Philly at +850!

These defensive scores are unpredictable and can swing the game. Even if you like the favored Seahawks, don't you like them a whole lot less if you know Sam Darnold throws a pick-six? A surprise D/ST score is a great way for an underdog to steal the game.

Playing both angles together gives us combined implied odds of +600, or about 14.3%, and that's a huge edge on Super Bowl history.

But if a defensive player does score a touchdown … could he also win Super Bowl MVP?",284635,nfl,531867225,773591,2026-02-05T21:14:31.638Z,2026-02-05T21:14:31.638Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,bc75da0ae008a822584c3f9e2dddca2c811be7fcc1808e26b9f3b154042cbc6f
Brandon Anderson,wheatonbrando,-1.7773000000000003,17,56,3,unknown,SEA -3.5,-3.5,-115,0.5,unit,,This line should not be 3.5. And it won’t be for long. 4 is key now so get it early if you want it. Super Bowl winners almost always cover.,284635,nfl,530394285,773591,2026-01-26T03:07:25.722Z,2026-01-26T03:07:25.721Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,46036b73d35b23ad712b81490caa66313caa463ed0aba90aed246b127fedf07e
Brandon Anderson,wheatonbrando,-1.7773000000000003,17,56,3,unknown,Patriots D/ST anytime TD & Patriots ML,-110,2703,0.5,unit,Custom Picks,"I always bet on a defensive touchdown in the Super Bowl.

Year after year, regardless of the teams playing or any matchup on the board, this is a blind bet. The odds are just never priced correctly.

This year, the bet feels even better.

Seattle's defense has been one of the best in the NFL all season, aggressive from the jump and constantly forcing plays. But Seattle's offense has been sloppy, ranking second in the league in giveaways, and that could give New England's defense a chance for a big play too.

The Patriots scored two defensive touchdowns in the regular season, then another in the playoffs — two of them by CB Marcus Jones, who moonlights as the current best punt returner in NFL history. Seattle had three defensive TDs, too.

And while this isn't necessarily a special teams angle, it should be noted that Seattle had one of the best special teams units all season and added five special teams TDs as well, while the Patriots scored three special teams TDs themselves.

So how do we bet it?

Be careful, and pay attention to the details — and always shop around for long-shot lines like these.

At FanDuel, we can bet on a Seattle Defense anytime touchdown at +550, which at first glance looks much better than what appears to be the same bet at DraftKings priced at +400. Ditto with New England at +850 and +500, respectively. But at FanDuel, we're betting only a defensive score. At DraftKings we're betting D/ST, which means we get special teams scores too.

This isn't a special teams specific angle, but Seattle has scored five special teams TDs already this season and New England has three. We've already seen 13 special teams TDs in the Super Bowl, including eight the last three decades. We want those extra outs.

If you want to just keep things simple and clean, you can bet on either team to score a defensive or special teams touchdown at +265 at Circa. That's an implied 27.4%, compared to the Super Bowl history of 36 D/ST touchdowns in 59 Super bowls, implying a 61% chance of a score.

That's pretty clear and definite value — though you can bet No D/ST touchdown at -320 instead, if you think this is all a bunch of baloney.

But we can bet even smarter.

The defense has scored 23 touchdowns in Super Bowl history, and all but three of them came from the winning team.

Makes sense, right? In a game between two of the league's best teams, with a game often priced closed to a coin flip, one weird bounce of an oblong ball and an unexpected free seven points have a huge change of swinging the game in either direction.

It's no coincidence that the Chiefs won the Super Bowl with their defensive TD but lost to the Eagles when Philly pulled off the feat.

The winning Super Bowl team has scored a defensive touchdown in a whopping 17-of-59 Super Bowls. That's over 29% of the time, more than once every four Super Bowls, and that's not even counting special teams!

If you cut out the unlikely scenario of a defensive score in a losing effort, we can really zero in on value by placing two SGP bets:

Seahawks D/ST anytime TD & Seahawks ML (+833, theScore)
Patriots D/ST anytime TD & Patriots ML (+2703, theScore)
And yes, we're playing both angles! We hit this exact bet last season with Cooper DeJean and Philly at +850!

These defensive scores are unpredictable and can swing the game. Even if you like the favored Seahawks, don't you like them a whole lot less if you know Sam Darnold throws a pick-six? A surprise D/ST score is a great way for an underdog to steal the game.

Playing both angles together gives us combined implied odds of +600, or about 14.3%, and that's a huge edge on Super Bowl history.

But if a defensive player does score a touchdown … could he also win Super Bowl MVP?",284635,nfl,531867448,773591,2026-02-05T21:15:52.577Z,2026-02-05T21:15:52.577Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,2c03eaf27ef0b3c594e28307cc12de26d126d84177796eeb11b3a26da15bc419
Brandon Anderson,wheatonbrando,-1.7773000000000003,17,56,3,unknown,Any defensive Super Bowl MVP,-110,1500,0.25,unit,Custom Picks,"Defenders can and do win Super Bowl MVP — and a lot more often than you'd think!

We've seen 10 defensive players win MVP. Two of them won it as co-MVPs, but even so, that's nine defensive MVPs in 59 Super Bowls or 15.3%. That's more than once every seven Super Bowls!

In fact, would you believe more defenders have won Super Bowl MVP than receivers or running backs?

That fact might encourage you to sprinkle on one of the game's defensive stars as an unlikely MVP pick.

Again, it can be wise to just keep things simple. There are 11 defensive starters on each team and a plethora of other defenders that will also see the field in relief.

We can bet any defensive player to win Super Bowl MVP at +1500 at theScore. That's 6.3% implied, giving us over 2.4x value on the historical odds of a defensive MVP.

Of course, we're greedy and want the exacta winner too, so let's sprinkle three long-shot names.

And it doesn't necessarily need to be the best defenders on the field.

Seattle fans, do you recall the Super Bowl MVP of your last title? Not many remember LB Malcolm Smith, who won it in 2014. Dexter Jackson and Larry Brown are other relatively anonymous defenders who made a big play when it mattered most and stole MVP.

Christian Gonzalez is a lock-down corner for New England, and Leonard Williams is a force up the middle for Seattle, but those guys don't necessarily make splash plays. We're looking for big, game-changing plays — sacks, turnovers, even a touchdown.

Let's take a stab at three long-shot defensive MVPs.

Start with New England's Marcus Jones (+15000 at BetRivers). He's the third corner but that makes him more of a target, and that means opportunity. Jones has four interceptions this season and returned two of them for scores. He's also an electric punt returner and has two scores that way.

Next up is Seattle's DeMarcus Lawrence (+15000 at BetMGM), who had six regular season sacks and added one in each of Seattle's playoff games so far, along with three forced fumbles. He's got a juicy matchup against rookie LT Will Campbell, who has struggled mightily in these playoffs. Lawrence has four career touchdowns, including a league-leading two off fumbles this season.

Last, let's add Ernest Jones (+20000 at theScore). Three of the four defensive MVPs this century have been linebackers, right in the middle of all the action, and Jones led Seattle in both interceptions (five) and combined tackles (30 more than anyone else). He plays nearly every snap and should rack up tackles and opportunities, and he'll be in great position to jump a rushed Drake Maye checkdown.

Defense wins championships.

And in the Super Bowl, defense turns profits for bettors too. Place your bets and wait for the big play.

",284635,nfl,531867801,773591,2026-02-05T21:18:26.387Z,2026-02-05T21:18:26.387Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,e8e9fe15b46df9816dcf04676ff937722fc823f8cdba0ba5920d72879a09972e
Brandon Anderson,wheatonbrando,-1.7773000000000003,17,56,3,total,J.Smith-Njigba o6.5 Recs,6.5,-139,0.75,unit,Recs,"There's reason to believe the Patriots may be particularly vulnerable to Smith-Njigba.

For all the talk about New England's cornerbacks, would you believe the Patriots ranked dead last against opposing WR1s this season?

It's true — but much like the rest of New England's schedule, the Pats just haven't been tested much. The best receiver they could've faced so far in the playoffs was Nico Collins, but he was sidelined with an injury. The best receiver they could've faced in the regular season, Ja'Marr Chase, was suspended.

The best receiver the Patriots actually faced was the Falcons' Drake London, who caught nine passes (on 14 targets) for 118 yards and three touchdowns!

New England had six games against a quality, clear WR1 this season, someone you'd treat that way in fantasy football. That opposing WR1 caught at least six passes for 84 yards in every one of those games, with an average of 7.3 receptions for 103.5 yards on 10.2 targets.

The Patriots play the ninth-most man coverage in the league, and elite receivers are almost always good enough to beat even the best man coverage.

Seahawks quarterback Sam Darnold ranks third in EPA per play against man, far better than he is against zone, and Smith-Njigba absolutely destroys man coverage. He finished third in the NFL in yards versus man and posted an absurd 4.16 yards per route run against man, which was the best mark in the league.

The Patriots' Christian Gonzalez is a great corner, but he can only do so much. Gonzalez did his part in that Atlanta game, but London still finished with a massive line because that's how coverages work these days.

Seattle moves Smith-Njigba all over the field — out wide, in the slot, out of the backfield — and no corner in 2026 is shadowing that player on every assignment.

Smith-Njigba is in line for another big day, and his league-leading yardage total is even more stunning considering the Seahawks are the league's run-heaviest team in a neutral script. Consider that Smith-Njigba was responsible for 44% of Darnold's passing yards this season and 40% of his passing touchdowns! That's a lot of work for just one receiver.

Now he gets to do it all on the league's biggest stage.

Smith-Njigba will be the fourth player since the 1980s to lead the league in receiving yards, then go on to make the Super Bowl. And wait til you see the numbers the previous three players put up in the Super Bowl:

1989 Jerry Rice: 7 catches, 148 yards, 3 TDs
1994 Jerry Rice: 10 catches, 149 yards, 3 TDs
2021 Cooper Kupp: 8 catches, 92 yards, 2 TDs
Not bad, huh?

It's a tiny sample, but that's an average of 8.2 catches for 130 yards, with eight scores in three games!

Eight catches looks like a good target for Smith-Njigba.

He had at least seven catches in 13-of-19 games this season (including the postseason), but that figure is a bit misleading. Four of those six unders came in games Seattle won by 21 or more points. That means Smith-Njigba had 7+ catches in 11-of-13 other games (85%).

That also means Smith-Njigba's receptions line of 6.5 is badly mispriced and worth a play, even juiced to -139 (DraftKings). It's probably a full reception too low since he has 8+ catches in 10-of-13 non-blowout games. The alternate line of 8+ catches is worth a play at +130 (Fanatics).",284635,nfl,531972063,773591,2026-02-06T19:30:13.792Z,2026-02-06T19:30:13.792Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,74f6b1a145babb8375fb037af1f7cb3d9f70228d40b5f88618e6a3d77e479467
Brandon Anderson,wheatonbrando,-1.7773000000000003,17,56,3,unknown,J.Smith-Njigba 8+ Receptions Yes,8,130,0.75,unit,8+ Receptions,"There's reason to believe the Patriots may be particularly vulnerable to Smith-Njigba.

For all the talk about New England's cornerbacks, would you believe the Patriots ranked dead last against opposing WR1s this season?

It's true — but much like the rest of New England's schedule, the Pats just haven't been tested much. The best receiver they could've faced so far in the playoffs was Nico Collins, but he was sidelined with an injury. The best receiver they could've faced in the regular season, Ja'Marr Chase, was suspended.

The best receiver the Patriots actually faced was the Falcons' Drake London, who caught nine passes (on 14 targets) for 118 yards and three touchdowns!

New England had six games against a quality, clear WR1 this season, someone you'd treat that way in fantasy football. That opposing WR1 caught at least six passes for 84 yards in every one of those games, with an average of 7.3 receptions for 103.5 yards on 10.2 targets.

The Patriots play the ninth-most man coverage in the league, and elite receivers are almost always good enough to beat even the best man coverage.

Seahawks quarterback Sam Darnold ranks third in EPA per play against man, far better than he is against zone, and Smith-Njigba absolutely destroys man coverage. He finished third in the NFL in yards versus man and posted an absurd 4.16 yards per route run against man, which was the best mark in the league.

The Patriots' Christian Gonzalez is a great corner, but he can only do so much. Gonzalez did his part in that Atlanta game, but London still finished with a massive line because that's how coverages work these days.

Seattle moves Smith-Njigba all over the field — out wide, in the slot, out of the backfield — and no corner in 2026 is shadowing that player on every assignment.

Smith-Njigba is in line for another big day, and his league-leading yardage total is even more stunning considering the Seahawks are the league's run-heaviest team in a neutral script. Consider that Smith-Njigba was responsible for 44% of Darnold's passing yards this season and 40% of his passing touchdowns! That's a lot of work for just one receiver.

Now he gets to do it all on the league's biggest stage.

Smith-Njigba will be the fourth player since the 1980s to lead the league in receiving yards, then go on to make the Super Bowl. And wait til you see the numbers the previous three players put up in the Super Bowl:

1989 Jerry Rice: 7 catches, 148 yards, 3 TDs
1994 Jerry Rice: 10 catches, 149 yards, 3 TDs
2021 Cooper Kupp: 8 catches, 92 yards, 2 TDs
Not bad, huh?

It's a tiny sample, but that's an average of 8.2 catches for 130 yards, with eight scores in three games!

Eight catches looks like a good target for Smith-Njigba.

He had at least seven catches in 13-of-19 games this season (including the postseason), but that figure is a bit misleading. Four of those six unders came in games Seattle won by 21 or more points. That means Smith-Njigba had 7+ catches in 11-of-13 other games (85%).

That also means Smith-Njigba's receptions line of 6.5 is badly mispriced and worth a play, even juiced to -139 (DraftKings). It's probably a full reception too low since he has 8+ catches in 10-of-13 non-blowout games. The alternate line of 8+ catches is worth a play at +130 (Fanatics).",284635,nfl,531972064,773591,2026-02-06T19:30:13.792Z,2026-02-06T19:30:13.792Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,aac94b9d96da8b3e612144edfb0b8e4e0ce23a6d3e36457b11bc994c269af477
Kyle Murray,kylemurray03,-4.2064,122,154,8,ml,D.Maye Anytime TD Scorer Yes,0,330,0.5,unit,Anytime TD Scorer,,284635,nfl,530883560,1074136,2026-01-29T22:25:20.860Z,2026-01-29T22:25:20.860Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,777baffbec1d4556eeb52fabbdbfb369178c8df72917c2e8f531a9b610c97c39
Kyle Murray,kylemurray03,-4.2064,122,154,8,total,M.Hollins o24.5 Rec Yds,24.5,-115,1.15,unit,Rec Yds,,284635,nfl,530883670,1074136,2026-01-29T22:25:49.870Z,2026-01-29T22:25:49.870Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,d374270fa49ce350ba26f85918d15f748e4ef91cb8a917f1cafebf015b17df0f
Kyle Murray,kylemurray03,-4.2064,122,154,8,total,R.Stevenson u12.5 Longest Rush,12.5,-114,1.14,unit,Longest Rush,,284635,nfl,530883626,1074136,2026-01-29T22:25:34.988Z,2026-01-29T22:25:34.988Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,9ca41da7f3387059d79c513258c62f30413275eee9e3fee53f2459aa2f41c7c3
Kyle Murray,kylemurray03,-4.2064,122,154,8,unknown,M.Hollins 50+ Receiving Yards Yes,50,310,0.5,unit,50+ Receiving Yards,,284635,nfl,530883802,1074136,2026-01-29T22:26:25.153Z,2026-01-29T22:26:25.153Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,656df22ad0f22857138d13a4864094fba8f197c9a9a00db1aee90f62ddcea05f
Kyle Murray,kylemurray03,-4.2064,122,154,8,ml,M.Hollins Anytime TD Scorer Yes,0,425,0.35,unit,Anytime TD Scorer,,284635,nfl,530883875,1074136,2026-01-29T22:26:52.648Z,2026-01-29T22:26:52.648Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,d7b2d858ccfa932a6bfad6f4893429a5768f02e143582b4493688524ac457a79
Kyle Murray,kylemurray03,-4.2064,122,154,8,ml,K.Tonga Anytime TD Scorer Yes,0,5000,0.05,unit,Anytime TD Scorer,Let’s party ,284635,nfl,530884004,1074136,2026-01-29T22:27:18.888Z,2026-01-29T22:27:18.888Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,d0f3ca892777ca45588d9bd95d8e2100223772b444497884b574fb798d95a926
Sunday Six Pack,sundaysixpack,-3.209,8,10,0,unknown,Seahawks Total Players With Rushing Attempt - Over 4.5,-110,115,0.87,unit,Custom Picks, @Stuckey2 https://myaction.app/R9RkairQv0b,284635,nfl,531830638,1206560,2026-02-05T14:21:18.258Z,2026-02-05T14:21:18.258Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,c36bc7edd830c2a84e980e510c431ba75c4d274ec04c172439d38b8c93b846e2
Sunday Six Pack,sundaysixpack,-3.209,8,10,0,props,SEA u25.5,25.5,-115,1.15,unit,, @Stuckey2 https://myaction.app/R9RkairQv0b,284635,nfl,531830450,1206560,2026-02-05T14:19:11.855Z,2026-02-05T14:19:11.855Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,c1f04b0faa956032f09fd966eaae11180aecac4ae9c856a19c0d1ab23d11ce9f
Sunday Six Pack,sundaysixpack,-3.209,8,10,0,total,H.Henry o39.5 Rec Yds,39.5,-113,1.13,unit,Rec Yds, @Stuckey2 https://myaction.app/R9RkairQv0b,284635,nfl,531830451,1206560,2026-02-05T14:19:11.855Z,2026-02-05T14:19:11.855Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,d73cfa4e9d9e8dd4c8277b237adb3450132fd3822c9d974b351ce4ee5363ab87
Sunday Six Pack,sundaysixpack,-3.209,8,10,0,total,D.Maye o36.5 Rush Yds,36.5,-113,1.13,unit,Rush Yds, @ChrisRaybon https://myaction.app/R9RkairQv0b,284635,nfl,531830452,1206560,2026-02-05T14:19:11.855Z,2026-02-05T14:19:11.855Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,bc23befaa430cf66c5cacc5dfafe862c50c5f698ba2e3ba306e60fcb4678b1ca
Sunday Six Pack,sundaysixpack,-3.209,8,10,0,total,K.Walker u73.5 Rush Yds,73.5,-110,1.1,unit,Rush Yds, @ChrisRaybon https://myaction.app/R9RkairQv0b,284635,nfl,531830453,1206560,2026-02-05T14:19:11.855Z,2026-02-05T14:19:11.855Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,c3fdf67d14695b0fd4d41a81f300cf04e90d1f7ec048ce2047d82ee429fa00ed
Sunday Six Pack,sundaysixpack,-3.209,8,10,0,unknown,Seahawks Team Total Rushing Yards - Under 106.5,-110,-120,1.2,unit,Custom Picks, @ChrisRaybon https://myaction.app/R9RkairQv0b,284635,nfl,531830721,1206560,2026-02-05T14:22:28.753Z,2026-02-05T14:22:28.753Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,941d04770eea6da45cb69a9c6a303862c23e7940754b67a2f4015c78453c03f2
Lock & Cash,LCSports,-3.5193,14,16,0,total,S.Diggs u17.5 Longest Reception,17.5,-105,1,unit,Longest Reception,,284635,nfl,530719010,1263168,2026-01-28T20:35:48.584Z,2026-01-28T20:35:48.584Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,f0d72d41fc1e210b31c7a50fba5a163d968004a21ab53d13a7869963fb258e66
Lock & Cash,LCSports,-3.5193,14,16,0,total,M.Hollins u2.5 Recs,2.5,-123,1,unit,Recs,,284635,nfl,530987780,1263168,2026-01-30T19:16:37.319Z,2026-01-30T19:16:37.319Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,e9445a2df31a63777c368b4a093276a27d3bb0c8d87cb21a20ba5bf2c6bd2da7
Brandon Kravitz,BKPicks,13.487900000000003,78,74,0,ml,J.Smith-Njigba Anytime TD Scorer Yes,0,-100,1,unit,Anytime TD Scorer,,284635,nfl,530408638,1655153,2026-01-26T11:35:04.917Z,2026-01-26T11:35:04.917Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,216cfd02e1dde4b8e3e3dd385bbc51a08040b8dbf237fe4eaf2bd55f08af6c7b
Brandon Kravitz,BKPicks,13.487900000000003,78,74,0,total,T.Henderson o25.5 Rush + Rec Yds,25.5,-115,0.58,unit,Rush + Rec Yds,,284635,nfl,531825608,1655153,2026-02-05T13:07:03.004Z,2026-02-05T13:07:03.004Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,4f01d95e697a17bfb8cf62d71c3d2adc44c99893a4509633149b51ca887975e7
Brandon Kravitz,BKPicks,13.487900000000003,78,74,0,unknown,Under 8.5 (1Q),8.5,-110,2.2,unit,,"🔪 Super Bowls tend to start slow. They tend to start slow even when the combatants are used to the environment. Drake Maye and Sam Darnold are anything but familiar. The strength of both teams lies within their defensive capabilities, expect that facet of the game to win early.",284635,nfl,530412627,1655153,2026-01-26T13:36:10.045Z,2026-01-26T13:36:10.045Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,5d0b6d8e9628c61c61894e9172f1039ee444e68477a8a3db253cbd557d928e73
Brandon Kravitz,BKPicks,13.487900000000003,78,74,0,unknown,NE +5,5,-110,1.1,unit,,"I think New England is being underestimated here, I firmly believe that if this game were in the regular season, and these 2 were playing a neutral site in Brazil or something, the line would be sliced in half. But because of recency bias, Drake Maye shoulder paranoia, and the market siding with Seattle (what feels like exclusively) we are getting value on NE. I think the best advice you can give to anyone is to bet the SB like its any other game. and if this were any other game throughout the season, we’d be betting NE + the 5, no doubt in my mind.",284635,nfl,530936672,1655153,2026-01-30T02:45:02.835Z,2026-01-30T02:45:02.835Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,15a3cfa8894287e2790f53a8336f860749145632e1fb867a6c574ec3a4908658
Brandon Kravitz,BKPicks,13.487900000000003,78,74,0,total,D.Lawrence o0.5 Sacks,0.5,120,0.5,unit,Sacks,,284635,nfl,531548625,1655153,2026-02-03T15:37:01.995Z,2026-02-03T15:37:01.995Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,faf1ff512612858f83637d569fe6a378b1775f31094c0fb06ce4fc1e897206a2
